"Time","sensor-readings.reading"
1638028800000,0.8
1638032400000,0.5
1638036000000,2.1
1638039600000,0.8
1638043200000,0.5
1638046800000,0.5
1638050400000,-0.4
1638054000000,-0.8
1638057600000,-1.1
1638061200000,-0.5
1638064800000,0.4
1638068400000,-0.5
1638072000000,1.5
1638075600000,1.1
1638079200000,-0.7
1638082800000,-0.4
1638086400000,1.1
1638090000000,0.8
1638093600000,2.1
1638097200000,1.5
1638100800000,2.1
1638104400000,2.8
1638108000000,-0.4
1638111600000,-0.7
1638115200000,0.5
1638118800000,0.5
1638122400000,1.5
1638126000000,1.4
1638129600000,0.5
1638133200000,0.5
1638136800000,-0.8
1638140400000,0.4
1638144000000,0.5
1638147600000,0.2
1638151200000,-0.1
1638154800000,0.5
1638158400000,0.5
1638162000000,-0.7
1638165600000,0.1
1638169200000,-0.5
1638172800000,-0.5
1638176400000,-0.5
1638180000000,6.1
1638183600000,5.3
1638187200000,2.3
1638190800000,3.8
1638194400000,2.7
1638198000000,1.3
1638201600000,-2.2
1638205200000,-2.2
1638208800000,-3.4
1638212400000,-4.5
1638216000000,-5.1
1638219600000,-6.1
1638223200000,-5.7
1638226800000,-5.7
1638230400000,-6.1
1638234000000,-5
1638237600000,-5.3
1638241200000,-5
1638244800000,-5
1638248400000,-5
1638252000000,-4.6
1638255600000,-4.3
1638259200000,-1.1
1638262800000,0.7
1638266400000,0.2
1638270000000,1.1
1638273600000,1.7
1638277200000,1.1
1638280800000,0.5
1638284400000,-0.1
1638288000000,-1.4
1638291600000,-0.5
1638295200000,-1.7
1638298800000,-1.4
1638302400000,-2.4
1638306000000,-1.7
1638309600000,-2.8
1638313200000,-3.6
1638316800000,-2.8
1638320400000,-2.8
1638324000000,-2.4
1638327600000,-3.2
1638331200000,-2.8
1638334800000,-1.5
1638338400000,-1.4
1638342000000,-2.1
1638345600000,0.1
1638349200000,-1.1
1638352800000,2.1
1638356400000,3.9
1638360000000,8
1638363600000,8
1638367200000,6
1638370800000,2.3
1638374400000,0
1638378000000,0
1638381600000,-0.6
1638385200000,-1
1638388800000,0.3
1638392400000,0.6
1638396000000,-1.6
1638399600000,-0.6
1638403200000,-0.3
1638406800000,-1.3
1638410400000,0
1638414000000,-0.6
1638417600000,-0.3
1638421200000,-0.3
1638424800000,-0.3
1638428400000,0
1638432000000,1
1638435600000,1.3
1638439200000,1.3
1638442800000,1.3
1638446400000,3.3
1638450000000,3.7
1638453600000,3.3
1638457200000,4.1
1638460800000,2.9
1638464400000,2.6
1638468000000,1.3
1638471600000,1.9
1638475200000,2.2
1638478800000,1.3
1638482400000,1.6
1638486000000,1.3
1638489600000,0.6
1638493200000,1.5
1638496800000,2.1
1638500400000,2.1
1638504000000,2.1
1638507600000,2.1
1638511200000,1.1
1638514800000,1.1
1638518400000,1.4
1638522000000,3.6
1638525600000,3.2
1638529200000,3.9
1638532800000,3.4
1638536400000,2.7
1638540000000,1.3
1638543600000,-0.3
1638547200000,-1.6
1638550800000,-3.3
1638554400000,-5.6
1638558000000,-6
1638561600000,-6.3
1638565200000,-7.1
1638568800000,-7.1
1638572400000,-7.1
1638576000000,-7.1
1638579600000,-6.7
1638583200000,-7.8
1638586800000,-7
1638590400000,-7.7
1638594000000,-7.7
1638597600000,-7
1638601200000,-5.5
1638604800000,-4.3
1638608400000,-2.1
1638612000000,-2.4
1638615600000,-0.8
1638619200000,0.7
1638622800000,1.4
1638626400000,-1.6
1638630000000,-1.6
1638633600000,-4.1
1638637200000,-5.2
1638640800000,-4.5
1638644400000,-5.6
1638648000000,-5.2
1638651600000,-5.2
1638655200000,-5.2
1638658800000,-5.6
1638662400000,-3.5
1638666000000,-2.2
1638669600000,-2.7
1638673200000,-2.3
1638676800000,-2.2
1638680400000,-2.2
1638684000000,-2.2
1638687600000,-1.6
1638691200000,0
1638694800000,-0.6
1638698400000,-0.3
1638702000000,0
1638705600000,-0.3
1638709200000,0.3
1638712800000,1
1638716400000,-1
1638720000000,-1.6
1638723600000,-1.3
1638727200000,1.6
1638730800000,0
1638734400000,0
1638738000000,-1
1638741600000,-0.3
1638745200000,-1
1638748800000,-0.6
1638752400000,1.3
1638756000000,1.3
1638759600000,0.3
1638763200000,1.6
1638766800000,1.3
1638770400000,0
1638774000000,-0.3
1638777600000,1.3
1638781200000,2.6
1638784800000,3.3
1638788400000,3.1
1638792000000,2.3
1638795600000,1.9
1638799200000,1.3
1638802800000,-0.6
1638806400000,-1
1638810000000,-3.7
1638813600000,-4.1
1638817200000,-4.8
1638820800000,-5.2
1638824400000,-7.8
1638828000000,-8.2
1638831600000,-7.1
1638835200000,-7.5
1638838800000,-8.2
1638842400000,-6.7
1638846000000,-6.3
1638849600000,-8.6
1638853200000,-10
1638856800000,-7.5
1638860400000,-6.3
1638864000000,-3.1
1638867600000,-0.6
1638871200000,0.3
1638874800000,1.5
1638878400000,0.8
1638882000000,1.3
1638885600000,2.6
1638889200000,-0.6
1638892800000,-3.7
1638896400000,-5.2
1638900000000,-5.6
1638903600000,-4.8
1638907200000,-5.6
1638910800000,-5.6
1638914400000,-6.3
1638918000000,-6.7
1638921600000,-8.2
1638925200000,-8.9
1638928800000,-7.1
1638932400000,-6
1638936000000,-6.7
1638939600000,-7.8
1638943200000,-6.7
1638946800000,-8.2
1638950400000,-2.7
1638954000000,-1.3
1638957600000,-1.5
1638961200000,-3.9
1638964800000,-3.2
1638968400000,-2.1
1638972000000,-2.1
1638975600000,-2.8
1638979200000,-5.7
1638982800000,-4.3
1638986400000,-5.7
1638990000000,-5
1638993600000,-3.6
1638997200000,-5.7
1639000800000,-4.3
1639004400000,-2.8
1639008000000,-3.9
1639011600000,-3.2
1639015200000,-2.8
1639018800000,-2.8
1639022400000,-2.4
1639026000000,-2.8
1639029600000,-2.1
1639033200000,-1.5
1639036800000,-1.7
1639040400000,-1.1
1639044000000,-0.5
1639047600000,0.1
1639051200000,0.7
1639054800000,1.1
1639058400000,0.8
1639062000000,-1.1
1639065600000,0.5
1639069200000,-2.4
1639072800000,-2.4
1639076400000,0.1
1639080000000,-0.7
1639083600000,-0.5
1639087200000,-1.6
1639090800000,-0.6
1639094400000,-0.6
1639098000000,-1
1639101600000,-1
1639105200000,-1.6
1639108800000,-2.9
1639112400000,-2.2
1639116000000,-2.6
1639119600000,-3.3
1639123200000,-2.2
1639126800000,-2.2
1639130400000,-3.3
1639134000000,-3.1
1639137600000,-3.4
1639141200000,-1
1639144800000,-1.3
1639148400000,-2.6
1639152000000,-2.9
1639155600000,-2.9
1639159200000,-2.9
1639162800000,-0.3
1639166400000,0
1639170000000,1
1639173600000,0
