"Time","sensor-readings.reading"
1637931600000,85.9
1637935200000,85.9
1637938800000,85.9
1637942400000,85.9
1637946000000,85.9
1637949600000,85.9
1637953200000,85.9
1637956800000,85.9
1637960400000,85.9
1637964000000,85.9
1637967600000,85.9
1637971200000,85.9
1637974800000,87.9
1637978400000,87.9
1637982000000,87.9
1637985600000,87.9
1637989200000,87.9
1637992800000,87.9
1637996400000,87.9
1638000000000,87.9
1638003600000,87.9
1638007200000,89.9
1638010800000,89.9
1638014400000,89.9
1638018000000,89.9
1638021600000,89.9
1638025200000,89.9
1638028800000,89.9
1638032400000,89.9
1638036000000,89.9
1638039600000,87.9
1638043200000,87.9
1638046800000,87.9
1638050400000,87.9
1638054000000,87.9
1638057600000,87.9
1638061200000,87.9
1638064800000,87.9
1638068400000,87.9
1638072000000,87.9
1638075600000,87.9
1638079200000,87.9
1638082800000,87.9
1638086400000,87.9
1638090000000,87.9
1638093600000,87.9
1638097200000,87.9
1638100800000,87.9
1638104400000,87.9
1638108000000,87.9
1638111600000,87.9
1638115200000,87.9
1638118800000,87.9
1638122400000,87.9
1638126000000,87.9
1638129600000,87.9
1638133200000,87.9
1638136800000,87.9
1638140400000,87.9
1638144000000,87.9
1638147600000,87.9
1638151200000,87.9
1638154800000,87.9
1638158400000,87.9
1638162000000,87.9
1638165600000,87.9
1638169200000,87.9
1638172800000,87.9
1638176400000,89.9
1638180000000,89.9
1638183600000,89.9
1638187200000,87.9
1638190800000,85.9
1638194400000,81.9
1638198000000,77.9
1638201600000,75.9
1638205200000,73.9
1638208800000,71.9
1638212400000,71.9
1638216000000,71.9
1638219600000,71.9
1638223200000,71.9
1638226800000,73.9
1638230400000,73.9
1638234000000,75.9
1638237600000,75.9
1638241200000,77.9
1638244800000,77.9
1638248400000,77.9
1638252000000,77.9
1638255600000,79.9
1638259200000,79.9
1638262800000,79.9
1638266400000,79.9
1638270000000,79.9
1638273600000,77.9
1638277200000,75.9
1638280800000,73.9
1638284400000,71.9
1638288000000,71.9
1638291600000,69.9
1638295200000,69.9
1638298800000,67.9
1638302400000,67.9
1638306000000,67.9
1638309600000,67.9
1638313200000,67.9
1638316800000,69.9
1638320400000,71.9
1638324000000,71.9
1638327600000,71.9
1638331200000,73.9
1638334800000,73.9
1638338400000,73.9
1638342000000,75.9
1638345600000,75.9
1638349200000,75.9
1638352800000,77.9
1638356400000,77.9
1638360000000,77.9
1638363600000,77.9
1638367200000,73.9
1638370800000,69.9
1638374400000,67.9
1638378000000,67.9
1638381600000,67.9
1638385200000,67.9
1638388800000,67.9
1638392400000,67.9
1638396000000,67.9
1638399600000,69.9
1638403200000,69.9
1638406800000,69.9
1638410400000,71.9
1638414000000,71.9
1638417600000,73.9
1638421200000,73.9
1638424800000,73.9
1638428400000,75.9
1638432000000,77.9
1638435600000,77.9
1638439200000,79.9
1638442800000,79.9
1638446400000,81.9
1638450000000,83.9
1638453600000,83.9
1638457200000,83.9
1638460800000,83.9
1638464400000,83.9
1638468000000,83.9
1638471600000,85.9
1638475200000,85.9
1638478800000,85.9
1638482400000,85.9
1638486000000,87.9
1638489600000,87.9
1638493200000,87.9
1638496800000,87.9
1638500400000,87.9
1638504000000,87.9
1638507600000,87.9
1638511200000,87.9
1638514800000,87.9
1638518400000,87.9
1638522000000,87.9
1638525600000,85.9
1638529200000,83.9
1638532800000,81.9
1638536400000,77.9
1638540000000,73.9
1638543600000,69.9
1638547200000,67.9
1638550800000,65.9
1638554400000,63.9
1638558000000,63.9
1638561600000,61.9
1638565200000,61.9
1638568800000,61.9
1638572400000,61.9
1638576000000,61.9
1638579600000,63.9
1638583200000,63.9
1638586800000,63.9
1638590400000,65.9
1638594000000,65.9
1638597600000,65.9
1638601200000,67.9
1638604800000,67.9
1638608400000,69.9
1638612000000,69.9
1638615600000,69.9
1638619200000,67.9
1638622800000,67.9
1638626400000,65.9
1638630000000,63.9
1638633600000,63.9
1638637200000,61.9
1638640800000,61.9
1638644400000,61.9
1638648000000,61.9
1638651600000,63.9
1638655200000,63.9
1638658800000,65.9
1638662400000,67.9
1638666000000,69.9
1638669600000,71.9
1638673200000,71.9
1638676800000,73.9
1638680400000,75.9
1638684000000,75.9
1638687600000,77.9
1638691200000,79.9
1638694800000,79.9
1638698400000,81.9
1638702000000,81.9
1638705600000,81.9
1638709200000,81.9
1638712800000,83.9
1638716400000,83.9
1638720000000,83.9
1638723600000,83.9
1638727200000,85.9
1638730800000,85.9
1638734400000,85.9
1638738000000,85.9
1638741600000,85.9
1638745200000,85.9
1638748800000,85.9
1638752400000,87.9
1638756000000,87.9
1638759600000,87.9
1638763200000,87.9
1638766800000,87.9
1638770400000,85.9
1638774000000,85.9
1638777600000,85.9
1638781200000,83.9
1638784800000,83.9
1638788400000,79.9
1638792000000,77.9
1638795600000,73.9
1638799200000,71.9
1638802800000,67.9
1638806400000,65.9
1638810000000,63.9
1638813600000,63.9
1638817200000,61.9
1638820800000,61.9
1638824400000,61.9
1638828000000,61.9
1638831600000,61.9
1638835200000,63.9
1638838800000,63.9
1638842400000,65.9
1638846000000,65.9
1638849600000,67.9
1638853200000,67.9
1638856800000,69.9
1638860400000,69.9
1638864000000,71.9
1638867600000,71.9
1638871200000,73.9
1638874800000,73.9
1638878400000,71.9
1638882000000,69.9
1638885600000,67.9
1638889200000,65.9
1638892800000,63.9
1638896400000,63.9
1638900000000,63.9
1638903600000,61.9
1638907200000,61.9
1638910800000,61.9
1638914400000,63.9
1638918000000,63.9
1638921600000,63.9
1638925200000,65.9
1638928800000,67.9
1638932400000,67.9
1638936000000,69.9
1638939600000,69.9
1638943200000,69.9
1638946800000,71.9
1638950400000,71.9
1638954000000,73.9
1638957600000,73.9
1638961200000,73.9
1638964800000,71.9
1638968400000,71.9
1638972000000,71.9
1638975600000,71.9
1638979200000,69.9
1638982800000,69.9
